Number_of_seats,Longitude,Latitude
28,144.985988917,-37.81609349
9,144.984112166,-37.80970435
64,144.984112166,-37.80970435
5,144.985625397,-37.81004657
30,144.985625397,-37.81004657
46,144.985625397,-37.81004657
40,144.985625397,-37.81004657
30,144.985625397,-37.81004657
60,144.984514247,-37.81593731
25,144.984834144,-37.81608794
40,144.973522346,-37.80899046
200,144.973619031,-37.80849653
36,144.97488714,-37.80862592
41,144.979983708,-37.81680765
4920,144.980339478,-37.82179718
46,144.982385479,-37.82487796
48,144.975719434,-37.83548357
8,144.9762096,-37.836275
4,144.977042767,-37.83774553
40,144.977042767,-37.83774553
20,144.977042767,-37.83774553
52,144.977042767,-37.83774553
30,144.977193144,-37.83854243
10,144.977193144,-37.83854243
13,144.979819068,-37.8455379
18,144.979819068,-37.8455379
50,144.979819068,-37.8455379
76,144.979819068,-37.8455379
10,144.979819068,-37.8455379
18,144.979819068,-37.8455379
20,144.979819068,-37.8455379
56,144.980284373,-37.84659007
43,144.980378179,-37.84685298
50,144.957353893,-37.82783816
8,144.95933681,-37.82786328
18,144.95933681,-37.82786328
3,144.963860813,-37.82864999
30,144.963860813,-37.82864999
30,144.967969453,-37.82843323
40,144.967959068,-37.82998247
8,144.967959068,-37.82998247
16,144.970215276,-37.82981139
16,144.970215276,-37.82981139
30,144.969568071,-37.83002436
30,144.969392167,-37.82956555
84,144.969392167,-37.82956555
130,144.968226316,-37.82094194
120,144.968633849,-37.82281707
160,144.968633849,-37.82281707
80,144.968633849,-37.82281707
80,144.966262299,-37.82066919
10,144.966262299,-37.82066919
40,144.966262299,-37.82066919
150,144.966262299,-37.82066919
50,144.966262299,-37.82066919
20,144.966262299,-37.82066919
35,144.966262299,-37.82066919
188,144.966262299,-37.82066919
180,144.966262299,-37.82066919
70,144.977676959,-37.83949218
50,144.979362362,-37.8441033
9,144.979312647,-37.84459463
4,144.979312647,-37.84459463
60,144.947647166,-37.82461542
7,144.935968388,-37.82225919
100,144.943550613,-37.82438864
24,144.943550613,-37.82438864
90,144.943550613,-37.82438864
70,144.943550613,-37.82438864
24,144.930953544,-37.82210926
52,144.930953544,-37.82210926
12,144.920988011,-37.82600955
16,144.920988011,-37.82600955
24,144.920988011,-37.82600955
40,144.920988011,-37.82600955
34,144.920988011,-37.82600955
70,144.917194177,-37.82984792
56,144.906335933,-37.82797655
12,144.909559874,-37.82673485
44,144.963338056,-37.82132921
45,144.963828656,-37.82082512
86,144.963828656,-37.82082512
10,144.963828656,-37.82082512
100,144.96289139,-37.8210403
100,144.96289139,-37.8210403
75,144.96289139,-37.8210403
150,144.964566826,-37.82166549
380,144.962153976,-37.82167834
6,144.962153976,-37.82167834
82,144.962153976,-37.82167834
12,144.962153976,-37.82167834
120,144.958659766,-37.8231216
805,144.958659766,-37.8231216
150,144.958659766,-37.8231216
40,144.958659766,-37.8231216
140,144.958659766,-37.8231216
200,144.958659766,-37.8231216
112,144.958659766,-37.8231216
415,144.958659766,-37.8231216
80,144.958659766,-37.8231216
170,144.958659766,-37.8231216
64,144.958659766,-37.8231216
44,144.952378166,-37.82539976
32,144.952378166,-37.82539976
28,144.952378166,-37.82539976
40,144.952378166,-37.82539976
468,144.952378166,-37.82539976
79,144.952378166,-37.82539976
33,144.952378166,-37.82539976
152,144.952378166,-37.82539976
206,144.952378166,-37.82539976
8,144.952378166,-37.82539976
336,144.953499536,-37.82437522
150,144.953499536,-37.82437522
109,144.950333624,-37.82409303
260,144.950333624,-37.82409303
72,144.950333624,-37.82409303
65,144.950333624,-37.82409303
150,144.950333624,-37.82409303
75,144.958342705,-37.82559019
75,144.958342705,-37.82559019
16,144.959776722,-37.82385364
350,144.959776722,-37.82385364
80,144.960740742,-37.82491492
16,144.961892025,-37.8238227
68,144.962502908,-37.82439922
110,144.963252998,-37.82376394
18,144.966258173,-37.82261379
16,144.972123,-37.8206628
207,144.98037326,-37.83016862
81,144.98037326,-37.83016862
200,144.98037326,-37.83016862
75,144.98037326,-37.83016862
86,144.98037326,-37.83016862
200,144.973071877,-37.83039643
150,144.981699565,-37.83431735
42,144.981699565,-37.83431735
24,144.982036375,-37.83431435
6,144.979309775,-37.83713808
18,144.982663985,-37.84633593
329,144.957534528,-37.79554181
200,144.956578468,-37.80009421
44,144.956578468,-37.80009421
70,144.956578468,-37.80009421
12,144.944996081,-37.77749378
32,144.947935426,-37.77810281
10,144.947935426,-37.77810281
32,144.949547052,-37.79372054
20,144.949547052,-37.79372054
45,144.949547052,-37.79372054
32,144.949547052,-37.79372054
42,144.949547052,-37.79372054
60,144.947632058,-37.78541878
150,144.954158687,-37.82020557
30,144.950998076,-37.81379938
66,144.950998076,-37.81379938
20,144.952339303,-37.81815358
30,144.952339303,-37.81815358
12,144.952339303,-37.81815358
88,144.952339303,-37.81815358
100,144.952339303,-37.81815358
17,144.952339303,-37.81815358
20,144.952339303,-37.81815358
70,144.951186974,-37.81501701
12,144.951186974,-37.81501701
24,144.951186974,-37.81501701
22,144.951186974,-37.81501701
50,144.951186974,-37.81501701
18,144.951186974,-37.81501701
29,144.944961224,-37.81396231
69,144.945340225,-37.81453858
30,144.945340225,-37.81453858
100,144.946761682,-37.81384278
48,144.947536819,-37.81486994
20,144.947536819,-37.81486994
64,144.947217028,-37.81817241
98,144.947217028,-37.81817241
20,144.947217028,-37.81817241
14,144.947217028,-37.81817241
23,144.949017584,-37.8179209
28,144.949017584,-37.8179209
35,144.949017584,-37.8179209
40,144.947975346,-37.81925128
60,144.947975346,-37.81925128
43,144.947975346,-37.81925128
44,144.947975346,-37.81925128
70,144.947975346,-37.81925128
30,144.947975346,-37.81925128
30,144.947975346,-37.81925128
60,144.950258355,-37.81864992
26,144.950258355,-37.81864992
86,144.951186212,-37.82096797
30,144.951576474,-37.82019801
10,144.948951868,-37.81914692
202,144.948951868,-37.81914692
90,144.949821295,-37.81921016
24,144.949434482,-37.82089145
12,144.951808533,-37.82069737
100,144.945122428,-37.81888389
56,144.945122428,-37.81888389
30,144.945122428,-37.81888389
10,144.943118831,-37.81977079
65,144.942988838,-37.81938143
96,144.943968999,-37.81927362
16,144.944144712,-37.82029136
58,144.943459934,-37.82044558
25,144.943459934,-37.82044558
6,144.943459934,-37.82044558
20,144.943788132,-37.82092615
15,144.945620869,-37.81974585
90,144.945620869,-37.81974585
6,144.944683285,-37.81993587
20,144.944683285,-37.81993587
27,144.94576457,-37.82205878
64,144.94576457,-37.82205878
35,144.94576457,-37.82205878
60,144.94576457,-37.82205878
128,144.94576457,-37.82205878
34,144.94576457,-37.82205878
10,144.945294845,-37.81711584
18,144.945830478,-37.821044
72,144.945830478,-37.821044
78,144.945046856,-37.82100104
44,144.941406789,-37.82007613
12,144.941406789,-37.82007613
24,144.945066137,-37.81970479
90,144.94126142,-37.81460533
60,144.940659357,-37.8149263
18,144.940659357,-37.8149263
140,144.940659357,-37.8149263
200,144.941405128,-37.81534111
150,144.941405128,-37.81534111
130,144.943683752,-37.81389092
150,144.93905574,-37.81518961
70,144.93905574,-37.81518961
12,144.940199439,-37.81427742
18,144.93785733,-37.81317061
24,144.93785733,-37.81317061
30,144.93785733,-37.81317061
26,144.93785733,-37.81317061
40,144.93785733,-37.81317061
50,144.93785733,-37.81317061
50,144.93785733,-37.81317061
10,144.93785733,-37.81317061
12,144.93785733,-37.81317061
48,144.936752195,-37.81174834
36,144.936752195,-37.81174834
56,144.936752195,-37.81174834
40,144.936752195,-37.81174834
18,144.952548578,-37.82290353
24,144.952548578,-37.82290353
30,144.952548578,-37.82290353
30,144.920988011,-37.82600955
24,144.920988011,-37.82600955
16,144.920988011,-37.82600955
23,144.920988011,-37.82600955
37,144.920988011,-37.82600955
23,144.919461831,-37.82904746
60,144.905021344,-37.82653298
160,144.963375811,-37.82092509
100,144.963375811,-37.82092509
38,144.963828656,-37.82082512
60,144.963828656,-37.82082512
150,144.964566826,-37.82166549
96,144.965240056,-37.82133203
30,144.962153976,-37.82167834
250,144.962153976,-37.82167834
102,144.962153976,-37.82167834
150,144.962153976,-37.82167834
35,144.962643015,-37.82221927
30,144.958660197,-37.82312164
140,144.958660197,-37.82312164
32,144.958660197,-37.82312164
200,144.958660197,-37.82312164
100,144.958660197,-37.82312164
30,144.958660197,-37.82312164
16,144.958660197,-37.82312164
200,144.958660197,-37.82312164
74,144.958660197,-37.82312164
100,144.958660197,-37.82312164
80,144.958660197,-37.82312164
300,144.958660197,-37.82312164
200,144.958660197,-37.82312164
70,144.958660197,-37.82312164
8,144.965113181,-37.8225552
8,144.965113181,-37.8225552
68,144.967311858,-37.82201714
19,144.959196459,-37.82620117
6,144.972125842,-37.82065918
200,144.980372192,-37.83017082
12,144.981699565,-37.83431735
20,144.982036375,-37.83431435
50,144.982036375,-37.83431435
20,144.979763945,-37.83699215
74,144.979309774,-37.83713808
70,144.958681072,-37.78398214
25,144.955962811,-37.79854141
80,144.956063552,-37.79746737
146,144.950171977,-37.79381463
16,144.947632012,-37.78541878
16,144.947632012,-37.78541878
90,144.951434503,-37.78428393
240,144.951434503,-37.78428393
8,144.910827003,-37.80395187
68,144.92327464,-37.80663942
150,144.92327464,-37.80663942
51,144.92327464,-37.80663942
16,144.92327464,-37.80663942
40,144.954158668,-37.82020559
24,144.95233808,-37.81815197
12,144.95233808,-37.81815197
16,144.951187065,-37.81501712
40,144.951187065,-37.81501712
32,144.951187065,-37.81501712
70,144.951187065,-37.81501712
40,144.945539065,-37.81400139
24,144.945539065,-37.81400139
12,144.947584375,-37.81657578
20,144.947584375,-37.81657578
50,144.947217039,-37.81817241
9,144.947217039,-37.81817241
52,144.947217039,-37.81817241
32,144.947217039,-37.81817241
11,144.947975346,-37.81925128
6,144.947975346,-37.81925128
43,144.947975346,-37.81925128
95,144.947975346,-37.81925128
20,144.947975346,-37.81925128
56,144.948951869,-37.81914692
40,144.948951869,-37.81914692
140,144.945122428,-37.81888389
60,144.945122428,-37.81888389
300,144.943565414,-37.81651931
16,144.943565414,-37.81651931
36,144.943459934,-37.82044558
16,144.943459934,-37.82044558
44,144.945788635,-37.82192537
40,144.945788635,-37.82192537
40,144.945788635,-37.82192537
56,144.945788635,-37.82192537
20,144.945830572,-37.82104435
90,144.94126142,-37.81460533
80,144.94126142,-37.81460533
40,144.94126142,-37.81460533
110,144.94126142,-37.81460533
140,144.942139053,-37.81434525
120,144.942139053,-37.81434525
70,144.940659357,-37.8149263
100,144.940659357,-37.8149263
180,144.940659357,-37.8149263
100,144.940659357,-37.8149263
34,144.941842125,-37.81515588
80,144.941405128,-37.81534111
30,144.941405128,-37.81534111
50,144.942754332,-37.81473601
80,144.943684465,-37.81389028
68,144.943684465,-37.81389028
70,144.939018957,-37.81518267
150,144.939018957,-37.81518267
150,144.939018957,-37.81518267
100,144.939018957,-37.81518267
106,144.939018957,-37.81518267
50,144.939364345,-37.81579456
27,144.937829832,-37.81315034
55,144.937829832,-37.81315034
15,144.937829832,-37.81315034
23,144.937829832,-37.81315034
24,144.937829832,-37.81315034
30,144.937829832,-37.81315034
100,144.937829832,-37.81315034
34,144.937829832,-37.81315034
56,144.937829832,-37.81315034
21,144.937829832,-37.81315034
44,144.937829832,-37.81315034
40,144.941909207,-37.81284814
12,144.941087768,-37.81309213
40,144.939233342,-37.79531826
21,144.941402709,-37.79501722
2,144.941402709,-37.79501722
25,144.928699457,-37.79404908
6,144.928763819,-37.79405714
22,144.929315319,-37.79409415
22,144.930080509,-37.79395787
14,144.92992928,-37.79360999
146,144.958989471,-37.82047281
6,144.965464017,-37.818661
220,144.96893493,-37.8186592
180,144.969917621,-37.81784479
16,144.969917621,-37.81784479
200,144.969917621,-37.81784479
40,144.969917621,-37.81784479
75,144.969917621,-37.81784479
250,144.969917621,-37.81784479
70,144.969917621,-37.81784479
126,144.956601684,-37.81988484
12,144.956601684,-37.81988484
70,144.955152428,-37.82020482
30,144.955242123,-37.82050677
8,144.958100062,-37.81936892
37,144.957712022,-37.81937993
50,144.958272131,-37.81974184
130,144.958601159,-37.81946849
16,144.959510564,-37.81943285
35,144.959187559,-37.8192157
110,144.959187559,-37.8192157
40,144.96138904,-37.81825094
90,144.959965294,-37.81877654
38,144.964607953,-37.81805666
14,144.964607953,-37.81805666
36,144.964446592,-37.81771534
20,144.964368437,-37.81754524
88,144.964331578,-37.81741878
62,144.964331578,-37.81741878
3,144.963225812,-37.81784765
140,144.962854894,-37.81789895
30,144.962709793,-37.81858716
85,144.963576022,-37.8182001
12,144.964041007,-37.81805379
36,144.962437489,-37.81798973
80,144.962529863,-37.81819275
24,144.964967821,-37.81719024
44,144.965902811,-37.81706291
10,144.965902811,-37.81706291
2,144.965484392,-37.81710105
8,144.965484392,-37.81710105
86,144.965484392,-37.81710105
75,144.966353204,-37.81733219
34,144.966551699,-37.81724878
49,144.966772438,-37.81688806
43,144.966704086,-37.81674222
50,144.968375105,-37.8163579
70,144.969086214,-37.81670922
180,144.967694594,-37.81676378
80,144.971726234,-37.81546152
80,144.971726234,-37.81546152
40,144.971726234,-37.81546152
80,144.971222828,-37.81543506
300,144.971103906,-37.81553247
80,144.970964312,-37.81556733
80,144.969879859,-37.81579783
90,144.970430393,-37.81629562
60,144.971675651,-37.81587663
12,144.972512308,-37.81506474
180,144.972512308,-37.81506474
18,144.972239874,-37.81514513
36,144.973971636,-37.81505201
80,144.972720932,-37.81546181
16,144.956362277,-37.81880462
60,144.955210542,-37.81936788
45,144.955210542,-37.81936788
75,144.954883061,-37.81970048
27,144.954690043,-37.81929312
138,144.958548373,-37.8184145
6,144.958118498,-37.81853877
46,144.958118498,-37.81853877
140,144.958118498,-37.81853877
180,144.958118498,-37.81853877
70,144.957034879,-37.81863721
200,144.957034879,-37.81863721
120,144.957322152,-37.81918367
35,144.959122102,-37.81858017
4,144.961439005,-37.8173062
80,144.961222905,-37.81739636
9,144.960868075,-37.81746814
26,144.959876637,-37.81797777
120,144.960828296,-37.81778076
12,144.960818561,-37.81804618
34,144.960818561,-37.81804618
25,144.961614337,-37.81773813
82,144.96325377,-37.81706705
100,144.962441845,-37.81728433
30,144.962441845,-37.81728433
70,144.962441845,-37.81728433
28,144.962441845,-37.81728433
12,144.962005389,-37.81714399
140,144.962005389,-37.81714399
32,144.963823141,-37.81662708
40,144.963897061,-37.81719967
18,144.965474417,-37.81664468
32,144.965474417,-37.81664468
12,144.965474417,-37.81664468
13,144.965596579,-37.8166033
22,144.965596579,-37.8166033
4,144.965596579,-37.8166033
16,144.965596579,-37.8166033
9,144.965596579,-37.8166033
25,144.966330418,-37.81584477
55,144.965651073,-37.81635062
6,144.965340705,-37.81620631
20,144.965340705,-37.81620631
38,144.96493308,-37.81662781
26,144.96608814,-37.81602805
80,144.967706573,-37.81546678
60,144.967430384,-37.81584777
60,144.967430384,-37.81584777
130,144.967430384,-37.81584777
80,144.967430384,-37.81584777
160,144.971171778,-37.81439771
160,144.970749815,-37.81492031
26,144.970749815,-37.81492031
6,144.970749815,-37.81492031
80,144.970007305,-37.81473508
60,144.969846693,-37.81516811
100,144.969846693,-37.81516811
44,144.970064625,-37.81485876
18,144.97372009,-37.81372702
72,144.9734622,-37.81377997
13,144.972628061,-37.81430616
27,144.972628061,-37.81430616
120,144.972628061,-37.81430616
96,144.972628061,-37.81430616
10,144.972628061,-37.81430616
16,144.972628061,-37.81430616
36,144.972628061,-37.81430616
15,144.972628061,-37.81430616
60,144.972628061,-37.81430616
50,144.972628061,-37.81430616
16,144.954350497,-37.81867545
32,144.954350497,-37.81867545
28,144.954350497,-37.81867545
4,144.954350497,-37.81867545
36,144.95494399,-37.81850425
5,144.954568784,-37.81861166
10,144.954568784,-37.81861166
80,144.954568784,-37.81861166
12,144.954568784,-37.81861166
6,144.954568784,-37.81861166
16,144.954568784,-37.81861166
12,144.955443957,-37.81787118
6,144.95490538,-37.81802782
6,144.954365852,-37.81818484
80,144.956834773,-37.81767359
42,144.95726292,-37.81780327
8,144.95747321,-37.81753383
100,144.95747321,-37.81753383
52,144.958333882,-37.81753764
6,144.960522519,-37.81642893
20,144.96064227,-37.81669009
38,144.959442031,-37.81730302
6,144.959442031,-37.81730302
40,144.959762303,-37.81703239
80,144.960489024,-37.81698962
100,144.960535403,-37.8162542
100,144.960341294,-37.81631094
8,144.96008589,-37.81638559
70,144.96008589,-37.81638559
30,144.960969473,-37.81637877
80,144.96084763,-37.81614776
14,144.959289896,-37.81713691
80,144.959289896,-37.81713691
8,144.963343328,-37.81611256
72,144.963497917,-37.81592157
72,144.963497917,-37.81592157
40,144.963293833,-37.81554941
6,144.962439168,-37.81585501
30,144.962984386,-37.81570426
20,144.962984386,-37.81570426
6,144.962984386,-37.81570426
21,144.964390052,-37.81526826
8,144.964390052,-37.81526826
120,144.96455743,-37.81567229
68,144.964914669,-37.81537106
31,144.964193373,-37.81591326
6,144.965603432,-37.81483458
190,144.965603432,-37.81483458
45,144.965369339,-37.81490375
22,144.965369339,-37.81490375
28,144.964225445,-37.81528948
34,144.966125777,-37.81528474
32,144.965777374,-37.81507697
14,144.965777374,-37.81507697
25,144.965777374,-37.81507697
100,144.965885187,-37.81482941
12,144.967277785,-37.81485585
70,144.967847569,-37.81450301
